SID,DWZZJGDM,satisfied
1611122656,708353039,1
1611122657,91350200302857907U,1
1611122658,91330110MA2AXY0E7F,1
1611122659,91310115MA1K424W17,1
1611122661,91310115341975375J,1
1611122662,913100007034146994,1
1611122663,916101316838525277,1
1611122664,91610000667952640E,1
1611122665,913501007335995323,1
1611122666,12430100444916335H,1
1611122667,91310115736232146T,1
1611122668,91310000703099764Y,1
1611122669,91500108355663073D,1
1611122932,916101385844963446,1
1611122933,91310115MA1H7N1H0A,1
1611122934,91610131668683606U,1
1611122935,121000004000147271,1
1611122936,91610131578430381Q,1
1611122937,91310115736232146T,1
1611122938,12100000400852886Y,1
1611122939,91610000710072607X,1
1611122940,916101316838525277,1
1611122941,91110000717854695E,1
1611122942,91610000667952640E,1
1611122943,913100007034146994,1
1611122944,91610131MA6UAN2057,1
1611122945,91610131783581752R,1
1611122946,91110108761401095K,1
16130120138,913700007456765902,1
16130120141,91610131MA6WNP1D3F,1
16130120143,91330100754408889H,1
16130120144,9131000060742079X0,1
16130120145,91440300MA5EH0KF1N,1
16130120149,9111000071092729XP,1
16130120150,9133000070337747XE,1
17011210292,913401007529653667,1
17011210293,12100000401749530L,1
17011210294,91520115662992555K,1
17011210295,914301008838599930,1
17011210298,735369001,1
17011210299,91420100682346278A,1
17011210300,916100007941269664,1
17011210302,9132010068670030XU,1
17011210303,735369001,1
17011210305,91610131668683606U,1
17011210308,91310000785639591B,1
17011210478,719986552,1
17011210479,12100000401749530L,1
17011210480,599635562,1
17011210482,913101101332751714,1
17011210483,916100009205248781,1
17011210484,735369001,1
17011210485,91610131668683606U,1
17011210486,91420112MA4K2MFU4R,1
17011210487,91340100MA2TR81N0P,1
17011210488,12100000401749530L,1
17010530022,91440300662687585F,1
17010530024,91640000927683062H,1
17011210107,9111010880200170X7,1
17011210108,916101316838525277,1
17011210109,91330000733796106P,1
17011210110,91310000703099764Y,1
17011210113,91330106MA28W0XN08,1
17011210114,91610131570217615B,1
17011210115,91310000631137409B,1
17011210116,91610131668683606U,1
17011210117,914403007109307395,1
17011210120,91110105MA01F7G43G,1
17011210121,916101316838525277,1
17011210309,91610131673262558K,1
17011210310,91440300MA5EH0KF1N,1
17011210311,735369001,1
17011210312,91610113220601836L,1
17011210313,91440000231116983C,1
17011210314,91330000733796106P,1
17011210315,916101316838525277,1
17011210316,91330000727215176K,1
17011210317,9132010068670030XU,1
17011210319,9131011257419537XU,1
17011210320,91610131668683606U,1
17011210489,1210000049350541XL,1
17011210490,91330000733796106P,1
17011210491,91610131668683606U,1
17011210492,91420500760672977G,1
17011210493,735369001,1
17011210494,121000004372008304,1
17011210495,91140000710937455Q,1
17011210496,9111010880200170X7,1
17011210497,91310000MA1FL0HA77,1
17011210498,91330100563015652A,1
17011210499,91330000727215176K,1
17010530030,9144030027939873X7,1
17010530035,91440300715297653W,1
17010530038,913400006709283261,1
17010530040,91610131693838024F,1
17011210122,121000004000144283,1
17011210123,91110108MA01CEGB3E,1
17011210124,913400006709283261,1
17011210125,916100002942059830,1
17011210126,91440300MA5ENLJR3Q,1
17011210127,717743469,1
17011210128,91610131668683606U,1
17011210129,717743469,1
17011210130,735369001,1
17011210131,91330108682946791K,1
17011210132,91610131668683606U,1
17011210321,91110105MA01BJ8P5D,1
17011210322,914403001922038216,1
17011210323,12100000401749530L,1
17011210324,91330000727215176K,1
17011210325,91330108682946791K,1
17011210326,735369001,1
17011210327,91110108558521630L,1
17011210329,91610131668683606U,1
17011210330,91330000733796106P,1
17011210331,91610131668683606U,1
17011210332,91340000670923859M,1
17011210500,913100007659516415,1
17011210501,91440113327573230P,1
17011210502,12100000717809966X,1
17011210503,91110108717743469K,1
17011210504,91610000727331281U,1
17011210505,12100000401749530L,1
17011210506,735369001,1
17011210507,735369001,1
17011210508,9161013105711915XP,1
17011210509,91110108051439371M,1
17011210510,916100009205248781,1
17010530042,9144030027939873X7,1
1701110002,121000007178020277,1
1701110003,126100004370990904,1
1701110005,123200004260908590,1
1701110006,12100000437096236G,1
17011210134,91430000X16772187M,1
17011210135,91110108558521630L,1
17011210137,91330106MA28W0XN08,1
17011210138,91610131668683606U,1
17011210139,913300002539329145,1
17011210140,914403001922038216,1
17011210142,91110108562144110X,1
17011210143,916100009205248781,1
17011210144,91310115789597712L,1
17011210145,911101083181538675,1
17011210146,91330106MA28W0XN08,1
17011210333,91340000670923859M,1
17011210334,916101316838525277,1
17011210335,9161000092055556XE,1
17011210336,735369001,1
17011210337,795425749,1
17011210338,91440300MA5EWHWQ6J,1
17011210339,916100009205248781,1
17011210340,91110108558521630L,1
17011210341,91310114MA1GW5UY02,1
17011210342,12150000460029402B,1
17011210343,911101085923222808,1
17010199054,911310007216361722,1
17010199055,91610131587403684D,1
17010199057,9132010068670030XU,1
17010410005,914403001922038216,1
1701110008,915101006630031225,1
1701110009,12100000435231705W,1
1701110012,121000004352307294,1
1701110013,91610131668683606U,1
1701110015,913100007034146994,1
1701110017,121000004352307294,1
1701110018,121000004352307294,1
1701110099,91310112324327149U,1
17011210147,916101316838525277,1
17011210148,91610113220601836L,1
17011210149,91440300MA5EWHWQ6J,1
17011210150,91440300580094313M,1
17011210151,91110108306380923J,1
17011210152,91610131668683606U,1
17011210153,MA01F2L25,1
17011210154,12100000401749530L,1
17011210155,91610131668683606U,1
17011210156,91330000733796106P,1
17011210158,91110107599635562F,1
17011210344,121000004352307962,1
17011210345,91610131668683606U,1
17011210346,91610131668683606U,1
17011210347,91310000703099764Y,1
17011210348,9161000092055556XE,1
17011210349,916101316838525277,1
17011210350,916101316838525277,1
17011210352,9133000014306073XD,1
17011210353,91110105575154107K,1
17011210354,735369001,1
17011210355,91110107599635562F,1
17010410007,914403001922038216,1
17010410008,91320602MA20W43U0X,1
17010410013,9144010172786204X1,1
17010410015,91150200733279280H,1
1701110100,916101316838525277,1
1701110102,91320100716207592F,1
1701110103,12100000400009952C,1
1701110104,91110105717749211A,1
1701110105,12130000402588388C,1
1701110107,121000004352307294,1
1701110108,12100000401749530L,1
1701110109,121000004370964988,1
1701110113,121000004352307294,1
1701110114,913700001630477270,1
17011210159,91440101755585983Y,1
17011210161,9144030031977063XH,1
17011210162,911101085923222808,1
17011210163,12100000400014049H,1
17011210164,416526153,1
17011210165,914403001922038216,1
17011210166,91310112324327149U,1
17011210167,91610000667952640E,1
17011210168,914100007457748527,1
17011210169,12320600467546824C,1
17011210170,91320106MA1Y3E6A4P,1
17011210356,91420112MA4K2MFU4R,1
17011210357,91610131668683606U,1
17011210358,91110108562144110X,1
17011210359,91110107599635562F,1
17011210360,91320594673924144X,1
17011210361,911101088020115538,1
17011210362,91110108717743469K,1
17011210363,91610131668683606U,1
17011210364,913205945653373130,1
17011210365,91110102MA00F0CG6Y,1
17011210366,91610131MA6UAN2057,1
17010410024,91650100789869140B,1
17010410025,913202110518277888,1
1701110115,12100000450751063N,1
1701110117,12610000437205105J,1
1701110119,12100000435231705W,1
1701110120,91610113220601836L,1
1701110122,121000004352307294,1
1701110125,12610000437205105J,1
1701110127,437205105,1
1701110129,121000004352307294,1
1701110132,12100000400014049H,1
1701110136,437205105,1
17011210171,91420100MA4KWE6L5W,1
17011210172,91610131668683606U,1
17011210173,916100009205248781,1
17011210174,91310000703099764Y,1
17011210175,91610131668683606U,1
17011210176,795425749,1
17011210177,91110108558521630L,1
17011210178,91330100563015652A,1
17011210179,91110108562144110X,1
17011210180,91110108336411954J,1
17011210181,91330000761336668H,1
17011210367,91310000736239890T,1
17011210368,91610000920520236P,1
17011210369,91610131668683606U,1
17011210370,916101316838525277,1
17011210371,916101316838525277,1
17011210372,916101316838525277,1
17011210373,91310000785639591B,1
17011210374,91610131668683606U,1
17011210375,913201140802643630,1
17011210376,MA01F2L25,1
17011210377,795425749,1
17010410031,91440300760482233Q,1
17010410032,916523270853907569,1
17010410033,913700001630477270,1
17010410037,913703007063782325,1
17010410041,11652822010461492Y,1
1701110137,12100000E80235062U,1
1701110140,91610131668683606U,1
1701110143,12610000437205105J,1
1701110144,437205105,1
1701110145,1261000043523042XN,1
1701110146,121000004352307294,1
17011210001,91610131668683606U,1
17011210002,91330110596643970P,1
17011210004,91610131668683606U,1
17011210006,12100000400019050T,1
17011210182,12100000401749530L,1
17011210183,91110108318094211Y,1
17011210184,91110108562144110X,1
17011210185,735369001,1
17011210186,913100003326874787,1
17011210187,12100000401749530L,1
17011210188,91610000920520236P,1
17011210189,91330000733796106P,1
17011210190,91610131668683606U,1
17011210191,9161013105711915XP,1
17011210192,91610131668683606U,1
17011210378,91610131668683606U,1
17011210379,91310115568057640Y,1
17011210380,91450000198226573F,1
17011210381,91341200050170155C,1
17011210382,91440300580094313M,1
17011210383,91440300MA5EWHWQ6J,1
17011210384,916101316838525277,1
17011210385,795425749,1
17011210386,91610132MA6U1FQFX4,1
17011210387,91610131668683606U,1
17011210388,91330000704200297U,1
17010510007,914403001922038216,1
17010510009,91440600726521040E,1
17010510010,91420100565571820R,1
17011210007,91440300MA5EWHWQ6J,1
17011210009,91440300580094313M,1
17011210011,911101083513129702,1
17011210012,735369001,1
17011210013,91610131668683606U,1
17011210014,100004447,1
17011210015,91610131668683606U,1
17011210016,916101316838525277,1
17011210017,91310000703099764Y,1
17011210019,717743469,1
17011210193,913100007659516415,1
17011210194,735369001,1
17011210195,916101316838525277,1
17011210196,91110105MA01F7G43G,1
17011210197,9141000031741675X6,1
17011210198,916101316838525277,1
17011210199,91310000MA1K315Q0R,1
17011210200,913301007682254698,1
17011210201,91440300580094313M,1
17011210202,91610000920520236P,1
17011210203,916101316838525277,1
17011210389,91610131668683606U,1
17011210390,91610131MA6UUJ2R4L,1
17011210391,91330110MA2AXY0E7F,1
17011210392,91310000MA1FRBBH9Q,1
17011210393,91610131668683606U,1
17011210394,795425749,1
17011210395,91110108051439371M,1
17011210397,795425749,1
17011210398,121000004000110325,1
17011210399,91370200671775202M,1
17010510014,916101316838525277,1
17010510015,9144010172786204X1,1
17010510018,91440600726521040E,1
17010510021,9144010172786204X1,1
17010510024,91450100MA5MYK1C04,1
17011210021,12100000450751063N,1
17011210022,91440300580094313M,1
17011210023,91140000710937455Q,1
17011210024,91310112324327149U,1
17011210025,9141000031741675X6,1
17011210026,91310000631137409B,1
17011210027,913100007034146994,1
17011210028,91610131668683606U,1
17011210029,13221158X,1
17011210030,916100009205248781,1
17011210031,914201007446238175,1
17011210204,91110108051439371M,1
17011210205,91610131668683606U,1
17011210206,91510108MA61TJXP3X,1
17011210207,12100000401749530L,1
17011210208,91110116670576906G,1
17011210209,91110108562144110X,1
17011210210,12100000400016765D,1
17011210211,91610113220601836L,1
17011210212,91610000920520236P,1
17011210213,91310000785639591B,1
17011210214,121000004352307962,1
17011210400,91110108562144110X,1
17011210401,91610131668683606U,1
17011210402,91330000733796106P,1
17011210403,12100000401749530L,1
17011210404,11320400014109605W,1
17011210405,12100000401749530L,1
17011210406,12100000101114840R,1
17011210407,91610131668683606U,1
17011210408,91610131668683606U,1
17011210409,916101316838525277,1
17011210411,121000004352304974,1
17010510025,91440300892254961D,1
17010510027,91330106589898633K,1
17010510028,9144030027939873X7,1
17010510030,91440101304563865H,1
17010510032,916101316838525277,1
17010510034,91440101304563865H,1
17011210032,91110108MA0044ED5J,1
17011210033,91610000671520146H,1
17011210034,91330108682946791K,1
17011210035,914403005879163755,1
17011210036,12100000400852798G,1
17011210037,12100000401749530L,1
17011210038,91610131668683606U,1
17011210039,91110108MA0044ED5J,1
17011210040,91310104MA1FRBC9X3,1
17011210041,916101316838525277,1
17011210042,91610131668683606U,1
17011210215,913100007659516415,1
17011210217,91330108682946791K,1
17011210218,121000004352307294,1
17011210220,91110000102173949P,1
17011210221,91610131668683606U,1
17011210222,91100000400000712N,1
17011210223,913100007034146994,1
17011210224,91610131668683606U,1
17011210225,MA01F2L25,1
17011210226,91610131757841231K,1
17011210412,91330108676770486E,1
17011210413,91310104MA1FRBC9X3,1
17011210414,735369001,1
17011210415,91610131668683606U,1
17011210416,91610131757841231K,1
17011210417,91610131668683606U,1
17011210418,916101316838525277,1
17011210419,91330100563015652A,1
17011210420,735369001,1
17011210421,914403001922038216,1
17011210422,121000004352307294,1
17010510036,9131010832319556X6,1
17010510040,9144030027939873X7,1
17010510041,91442000712310808B,1
17010510042,91610131MA6UQQNG54,1
17010510044,91440300892254961D,1
17010520002,91610131311091149Y,1
17011210043,91330100563015652A,1
17011210044,91330108682946791K,1
17011210046,91610131668683606U,1
17011210047,91610131668683606U,1
17011210048,91440300MA5EUQBB36,1
17011210049,91610131668683606U,1
17011210050,795425749,1
17011210051,916100009205248781,1
17011210054,91610131668683606U,1
17011210055,91440300MA5EWHWQ6J,1
17011210227,916101316838525277,1
17011210229,91610131668683606U,1
17011210230,91610131668683606U,1
17011210231,91610131668683606U,1
17011210233,12100000401360031F,1
17011210235,91610131668683606U,1
17011210236,9144030071526726XG,1
17011210238,91440300580094313M,1
17011210240,91330000733796106P,1
17011210242,91110108717743469K,1
17011210423,717743469,1
17011210424,9144030071526726XG,1
17011210425,911101026662879416,1
17011210426,913700001630477270,1
17011210427,91610133MA6UY6JG93,1
17011210428,91110108562144110X,1
17011210429,911000001000013428,1
17011210430,91110108562144110X,1
17011210431,91440300671879941D,1
17011210432,775785552,1
17011210433,914403005879163755,1
17010520005,91421000178961247G,1
17010520007,91542400783531843U,1
17010520011,9112010130056860X9,1
17010520012,91610131668683606U,1
17011210056,91110108558521630L,1
17011210058,916101316838525277,1
17011210059,91330000733796106P,1
17011210060,91610131668683606U,1
17011210061,916101310515730361,1
17011210062,914403000887356417,1
17011210063,91110108562144110X,1
17011210064,91110107599635562F,1
17011210065,91440300715297653W,1
17011210066,91610131668683606U,1
17011210067,91330000727215176K,1
17011210243,91610131668683606U,1
17011210244,91110108051439371M,1
17011210245,91310105090037252C,1
17011210246,913301100947739005,1
17011210247,916101316838525277,1
17011210249,91610000920520236P,1
17011210250,91610131668683606U,1
17011210251,914403005879163755,1
17011210252,91610131668683606U,1
17011210253,9111010279160212X8,1
17011210254,91610131668683606U,1
17011210434,91310000676257316N,1
17011210436,12100000735149471P,1
17011210437,914403005879163755,1
17011210438,91110108717743469K,1
17011210439,735369001,1
17011210440,916100009205248781,1
17011210441,91610131668683606U,1
17011210442,91440300MA5ECP264M,1
17011210443,91320000MA1XWHG368,1
17011210444,91610131668683606U,1
17010520016,91310000132149237G,1
17010520017,913400007199042708,1
17010520018,91611105MA7175R205,1
17010520023,91610131397856084D,1
17010520024,91450900715156228W,1
17010520025,91340207MA2MQTN08Q,1
17010520026,91610131397856084D,1
17011210068,9141000031741675X6,1
17011210070,067338559,1
17011210071,915000006912460921,1
17011210072,916101316838525277,1
17011210073,91310115736652335U,1
17011210074,91610131668683606U,1
17011210075,913201001348902482,1
17011210076,91310104MA1FRBC9X3,1
17011210077,9144030071526726XG,1
17011210078,91110108717743469K,1
17011210255,91650100789869140B,1
17011210256,91310120MA1HN81AX3,1
17011210257,91310104MA1FRBC9X3,1
17011210258,91440101755585983Y,1
17011210259,91110108MA01F2L25J,1
17011210260,735369001,1
17011210262,91310000748772166A,1
17011210265,9144030058009417X1,1
17011210266,91310105090037252C,1
17011210268,916101316838525277,1
17011210445,91320114MA1XJHCPXE,1
17011210446,914403001922038216,1
17011210447,91110108MA0044ED5J,1
17011210448,91120116671483285P,1
17011210449,91110108096441731D,1
17011210450,9161000005478455XB,1
17011210451,91110108MA01F2L25J,1
17011210452,91610131668683606U,1
17011210453,916101316838525277,1
17011210454,9143010059100415X3,1
17011210455,916101316838525277,1
17010520027,91110108MA01F2L25J,1
17010520029,121000007178051990,1
17010520031,91440300192183461Y,1
17010520033,91440300715297653W,1
17010520037,91110108MA01F2L25J,1
17011210079,91610131668683606U,1
17011210082,91610131668683606U,1
17011210083,911100005977138971,1
17011210084,91110107599635562F,1
17011210085,91610131668683606U,1
17011210086,916100009205248781,1
17011210090,91330000733796106P,1
17011210091,12100000401749530L,1
17011210092,91110000710932486E,1
17011210093,913402006910885066,1
17011210269,426090920,1
17011210270,91610131668683606U,1
17011210271,91610131668683606U,1
17011210272,91610131668683606U,1
17011210273,91110000101690725E,1
17011210274,9144030071526726XG,1
17011210275,11610100013353729U,1
17011210276,91110107599635562F,1
17011210277,91110302700238431D,1
17011210278,914403005879163755,1
17011210279,916101316838525277,1
17011210456,914201001777175929,1
17011210457,91330100563015652A,1
17011210458,91330110596643970P,1
17011210459,91110108761401095K,1
17011210460,91310105090037252C,1
17011210461,91110108051439371M,1
17011210462,91110102593870051H,1
17011210463,91440300MA5EJ8GR74,1
17011210464,916100009205248781,1
17011210465,91440101755585983Y,1
17011210466,717743469,1
17010520038,91510682MA6BPMHD99,1
17010520040,91120116767613953K,1
17010520043,911101085996755568,1
17010520044,91371121165881395X,1
17010530001,91110000799001011K,1
17011210094,91610131668683606U,1
17011210095,91610000920520236P,1
17011210096,12100000435230972Y,1
17011210097,12100000H0420141X7,1
17011210098,735369001,1
17011210099,9111010279160212X8,1
17011210100,91110108096441731D,1
17011210103,91510107MA6CLYQ522,1
17011210104,91610131668683606U,1
17011210105,9132010068670030XU,1
17011210106,91440300715297653W,1
17011210280,916101316838525277,1
17011210281,913702001635787718,1
17011210282,121000004372008304,1
17011210284,916100009206339437,1
17011210285,91320000134755708P,1
17011210286,9111000071093465XC,1
17011210287,91110108MA0044ED5J,1
17011210288,91610131668683606U,1
17011210289,9111010279160212X8,1
17011210290,9132010068670030XU,1
17011210291,916101316838525277,1
17011210467,264582788,1
17011210468,9161013105711915XP,1
17011210469,91610131668683606U,1
17011210470,91610113220601836L,1
17011210471,91110107599635562F,1
17011210472,913100007659516415,1
17011210473,91320594MA1MK6N00R,1
17011210474,916100009205248781,1
17011210475,12100000133614110E,1
17011210476,911101080716829500,1
17011210477,916101316838525277,1
17010530006,914403001922038216,1
17010530011,913100007776441988,1
17010530012,9144030027939873X7,1
17010150067,91310114MA1GX11E7E,1
17010160005,91330106352505926H,1
17010160008,916103017588228688,1
17010160009,91340000711771143J,1
17010160010,914403001922038216,1
17010199047,91610131742815049N,1
17010199051,91320114MA1XJNR74E,1
17010199052,91330100754408889H,1
16180120052,911101087699003581,1
16180120054,91330110MA2GK68A31,1
16180120055,91610131333726387Q,1
16180210002,91350000612017727Q,1
17010130004,91610131397856084D,1
17010130005,914403001922038216,1
17010130006,913700001630477270,1
17010130008,91440400617510852J,1
17010130014,9144030071524640XY,1
17010160011,916100006679685549,1
17010160018,913500007549617646,1
17010160023,91110000100001553U,1
16170110077,91120116675998753C,1
16170110081,91330201MA2GULTE5Q,1
16180210007,91441300733110602M,1
16180210014,320594000737813,1
16180210015,91610131MA6UW8ME6T,1
16180210016,9154000071091267XP,1
17010130016,911201167274978049,1
17010130019,91440300693964493K,1
17010130021,91520000214403016J,1
17010130023,915107007208935565,1
17010130024,91440300715297653W,1
17010130026,91530300217222042J,1
17010160027,91310230MA1JW5F931,1
17010160029,91330000733796106P,1
17010160031,MA6CR9879,1
17010160032,916101316838525277,1
17010160037,9144030027939873X7,1
16170110084,91310115676249009H,1
16170210001,91610000770022919U,1
16170210005,91110108569482542H,1
16170210011,91320382MA1UTH7PXL,1
16180210020,9154000071091267XP,1
16180210022,91370214MA3D2QYM2J,1
16180210027,91610131MA6UW8ME6T,1
16180210028,91440300715297653W,1
16180210031,9144030071524640XY,1
17010130029,91430702MA4RULTR5N,1
17010130030,9144030027939873X7,1
17010130032,91610103MA6V3QTW3W,1
17010130033,9144030027939873X7,1
17010130036,91110108722617758N,1
17010160039,91440300726171773F,1
17010160043,911101087003918234,1
17010160047,91610300220533749U,1
17010160049,916100006679685549,1
17010160050,91350000260188521B,1
16170210013,91330502585043187B,1
16170210014,526101137428136170,1
16170210018,91610137MA7LM5FG93,1
16170210022,526101137428136170,1
16170210023,9165020033306538XB,1
16170210024,91110302306586024N,1
16170210025,915101006630031225,1
16180210033,91350200058394401N,1
16180210034,91350105705119984B,1
16180210035,91610131MA6W8U088L,1
16180210039,91610131MA6U57933Q,1
16180210044,91110108069649334B,1
16180210045,91611105MA7189EX80,1
17010130043,9161000078365435XM,1
17010130044,91320205MA1X04R87F,1
17010130045,91320505MA1WLMKD62,1
17010130049,91330000727215176K,1
17010130050,115203000095007732,1
17010130053,91440400617510852J,1
17010130054,9144030027939873X7,1
17010160051,9144040032487066XF,1
17010160052,91610131668683606U,1
17010160053,91440300715297653W,1
17010160064,911301002360249653,1
16180110004,12100000MB2001277G,1
16180110007,MA01Q83HX,1
16180210053,9154000071091267XP,1
16180288001,91110108MA00BQ9EX8,1
16180288003,913700007456765902,1
16180288007,91440400684430123K,1
17010130055,91440300746634982G,1
17010130056,913301080845641797,1
17010130060,91610102920607171E,1
17010130061,52320602MJ69216358,1
17010130062,91610132MA6U16WP5P,1
17010130063,913700001630477270,1
17010130064,9144030027939873X7,1
17010170001,914401017973591671,1
17010170002,9161000078365435XM,1
17010170006,9143020044517525X1,1
17010170009,91310115599726536T,1
16180110017,12540000MBOT0805XU,1
16180110018,1161000001600089X0,1
16180110020,911101085923662400,1
16180110022,911101085923662400,1
16180110023,91440300729862238J,1
16180110025,91610131668683606U,1
16180110028,91100000100003962T,1
16180288011,914403001922076544,1
16180288017,91610131MA6W8V88L,1
16180288019,91320116062627423P,1
16180288023,91440300MA5DJ992XD,1
17010140003,916101316838525277,1
17010140005,91610131MA6U57933Q,1
17010140006,91150500594645163L,1
17010140007,91610131397856084D,1
17010140008,91330100725231789B,1
17010140009,91440300662687585F,1
17010170011,9111010878615916XC,1
17010170012,91610131MAB0PH9FXJ,1
17010170013,9161000078365435XM,1
17010170019,91610131566018314C,1
17010170021,91610000732678562A,1
16180110030,9111000071092729XP,1
16180110033,91440300726171773F,1
16180110035,91520900322471673Q,1
16180110036,735369001,1
16180110041,9131000013221158XC,1
16180288027,610131100244557,1
17010110001,914403007827865531,1
17010140012,91330000733796106P,1
17010140015,91610300220533749U,1
17010140018,91650100761143188M,1
17010140021,91610303677911690A,1
17010170023,91610300220533749U,1
17010170024,91370700729253432M,1
17010170026,91330108676770486E,1
17010170029,91330000733796106P,1
16180110045,91610131668683606U,1
16180110046,913301086623011957,1
16180110047,91310000792783700P,1
16180110048,735369001,1
16180110051,911101026662879416,1
16180110052,610131100055392,1
16180110053,610131100244557,1
16180110054,91120222075914130T,1
16180110056,52510107752819529J,1
16180110057,91610131MA6UW8ME6T,1
17010110011,9144030027939873X7,1
17010110013,9144030027939873X7,1
17010140023,91610132MA6U16WP5P,1
17010140025,91610132MA6U16WP5P,1
17010140026,91610116MA6UTWC58Y,1
17010140028,914200001775893915,1
17010140029,9145030019885879X2,1
17010140031,91350200705487306K,1
17010170039,913700001630477270,1
17010170044,91610131566018314C,1
16180110058,913700007456765902,1
16180110060,91133100MA0DCGF70J,1
16180110061,540000100004712,1
16180110064,911100007177459822,1
16180110065,91110108558521630L,1
16180110068,224344566,1
17010110024,91440300279422189D,1
17010110030,91440300192317458F,1
17010110031,91330108143047842C,1
17010110034,91650000228595207L,1
17010140044,912301001270426111,1
17010140046,9161000078365435XM,1
17010140047,91610131MA6UW8ME6T,1
17010170051,91610300220533749U,1
17010170053,915107006757933288,1
17010170054,9161000078365435XM,1
17010170055,91450000708731386G,1
16180110071,341524000012642,1
16180110072,91440300715297653W,1
16180110073,913301005832429249,1
16180110074,91310000703099764Y,1
16180110077,91620000670808690G,1
16180110078,9131000013221158XC,1
16180110079,916101316838525277,1
16180110080,91320100745379000T,1
16180110081,91440300715297653W,1
17010110044,9144030027939873X7,1
17010110047,916101316838697596,1
17010140051,91610116MA6UTWC58Y,1
17010140052,914403001922038216,1
17010140055,91610131397856084D,1
17010140056,914403001922038216,1
17010140058,914201001777175929,1
17010140060,91610131397856084D,1
17010140062,916101316838525277,1
17010170061,9161000078365435XM,1
17010188001,91610103MA6U3QTN5W,1
17010188006,91610103MA6V3QTW3W,1
16180110083,91320700769119326Q,1
16180110086,913301086623011957,1
16180110088,91120116671483285P,1
16180110089,91610000735369001Y,1
16180110093,91610131668683606U,1
16180110094,913100005821193690,1
16180110095,9131011205506145X2,1
17010110053,9112011655651308XJ,1
17010110055,916101316838525277,1
17010110056,91610000220566671X,1
17010140063,913300002539329145,1
17010140071,91350200705487306K,1
17010150001,91140100325767939A,1
17010150002,91440300192317458F,1
17010188015,91440300715263680J,1
17010188020,911101083181538675,1
16180110096,914403001922038216,1
16180110097,610131100244557,1
16180110099,911101026662879416,1
16180110100,610131100244557,1
16180110102,91440101MA5CJYB2X2,1
16180110103,91110107599635562F,1
16180110104,91610131668683606U,1
16180110106,91220101571145270J,1
16180110107,MA01Q83HX,1
16180110108,91610131MA6TYAK55E,1
17010120002,9144030027939873X7,1
17010120006,91610131587403684D,1
17010120009,52320602MJ69216358,1
17010120010,91110112MA01AR0220,1
17010120011,91130000804325003Y,1
17010120014,913301007682254698,1
17010150004,91460000671060098G,1
17010150005,91410700172968181D,1
17010150006,91620000670808690G,1
17010150007,9144030027939873X7,1
17010150010,91611105MA7175R205,1
17010150012,914403001922038216,1
17010150013,81310000772115086G,1
17010188032,91510100MA628FKL30,1
17010188034,913305008469540001,1
17010188035,91510100MA628FKL30,1
16180110112,91440000748017099P,1
16180120003,91440101745973157W,1
17010120017,9144030027939873X7,1
17010120024,914403001922038216,1
17010120025,914403001922038216,1
17010150016,916101316838525277,1
17010150022,914403001922038216,1
17010150025,9144030019247025XK,1
17010199002,91610132MA6U16WP5P,1
17010199007,91440300715297653W,1
17010199008,91440400553668764B,1
17010199009,91330100563013163K,1
16180120017,91630000710561689J,1
16180120018,91330110MA2AXAR335,1
16180120019,914403006894406975,1
16180120021,91110108721469212D,1
17010120028,91610000732678562A,1
17010120035,91440300727163513T,1
17010120038,914403001922038216,1
17010120039,91120116767613953K,1
17010150030,91610131587403684D,1
17010150031,91510100740348619M,1
17010150033,91440300MA5EXWHW6F,1
17010150035,91330100754408889H,1
17010150037,91310000751866155L,1
17010150040,9144030027939873X7,1
17010199014,91610102920607171E,1
16180120024,91440300580094313M,1
16180120025,91310118685459112N,1
16180120027,91310000342024942C,1
16180120028,91440300685377950T,1
16180120029,111000000051850672,1
16180120031,MA01Q83HX,1
16180120035,914403001922038216,1
17010120042,9144030019247025XK,1
17010120051,9144030027939873X7,1
17010150041,914403001922038216,1
17010150047,916101132206335558,1
17010150051,91440300715297653W,1
17010150053,91110108MA008PK575,1
17010199033,911301002360249653,1
17010199034,91440300715281416K,1
17010199038,91610000797907813Y,1
16180120037,914403001922038216,1
16180120038,91330106MA28W0XN08,1
16180120040,91610131668683606U,1
16180120043,913101150545723465,1
17010120055,91330000733796106P,1
17010120058,915101007436412639,1
17010120060,91440300726171773F,1
17010120062,91440300727163513T,1
17010130001,9144030027939873X7,1
17010130003,91610132MA6U16WP5P,1
17010150060,9145030019885879X2,1
17010150062,916500006702236769,1
17010150066,9144030027939873X7,1
17021210679,91110108717743469K,1
17021210680,12100000401749530L,1
17021210681,913301007682254698,1
17021210683,91110108558521630L,1
17021210684,911101085844819439,1
17021210685,12100000E80235062U,1
17021210686,91110108562144110X,1
17021210687,91440300MA5EWHWQ6J,1
17021210688,91610131668683606U,1
17021210689,91340100MA2TR81N0P,1
17021210690,9133000014306073XD,1
17021210889,91610131668683606U,1
17021210890,91440300687582704U,1
17021210892,916101316838525277,1
17021210893,91330000788831167A,1
17021210894,91610131668683606U,1
17021210895,91610131668683606U,1
17021210896,91110108717743469K,1
17021210897,91610131668683606U,1
17021210898,91110108558521630L,1
17021210899,121000004352307962,1
17021210900,91610131668683606U,1
17020510034,12500000584289126T,1
17020510035,91440600726521040E,1
17020510037,91653128751652579H,1
17020510039,91110000100001553U,1
17020510041,91350200705487306K,1
17020510043,9144010172786204X1,1
1702110024,121000004352307294,1
